iter	Logloss
485	0.5137176871
486	0.5136485543
487	0.5135735924
488	0.5134636171
489	0.5134093057
490	0.5133728301
491	0.5132799837
492	0.5132020428
493	0.5131326241
494	0.5130524156
495	0.5129676886
496	0.5129462259
497	0.5128899503
498	0.5127771237
499	0.5126294166
500	0.5125907177
501	0.5125290119
502	0.5124428688
503	0.5122530104
504	0.5121767523
505	0.5121138517
506	0.5120593631
507	0.5119846738
508	0.5119114265
509	0.5118495945
510	0.5117957733
511	0.5117432223
512	0.5115944211
513	0.511587349
514	0.511541521
515	0.5114198788
516	0.5113690459
517	0.5113106049
518	0.5112540511
519	0.5112164642
520	0.5111817455
521	0.5110495195
522	0.5109503426
523	0.5109187655
524	0.510894763
525	0.5107967662
526	0.5107682622
527	0.5106990895
528	0.5106003175
529	0.510557355
530	0.5105553173
531	0.5104855833
532	0.510294336
533	0.5102513676
534	0.5101750237
535	0.5100347287
536	0.5099959798
537	0.5099218223
538	0.5098587022
539	0.509689903
540	0.5096279383
541	0.5095162124
542	0.5095006084
543	0.5094387595
544	0.5094074055
545	0.5093182664
546	0.5092351851
547	0.50922221
548	0.5090740199
549	0.5089530871
550	0.5088131418
551	0.5086926783
552	0.508663214
553	0.5085446935
554	0.508486248
555	0.5083990284
556	0.508291844
557	0.5081307404
558	0.5079949174
559	0.5079380612
560	0.5078681877
561	0.5077310008
562	0.5076509452
563	0.5075810128
564	0.5074645088
565	0.507391437
566	0.5073166042
567	0.5071643516
568	0.5070041051
569	0.506986249
570	0.5069323516
571	0.5067770858
572	0.5066790894
573	0.5066425208
574	0.5066104538
575	0.5065242849
576	0.5064897432
577	0.5064780863
578	0.5064057699
579	0.5063720614
580	0.506248468
581	0.5061372479
582	0.5060685668
583	0.5059511739
584	0.5058492235
585	0.5057840699
586	0.5057112099
587	0.5056052405
588	0.5055160702
589	0.5054049282
590	0.5052589632
591	0.5051966859
592	0.5051254601
593	0.5050848953
594	0.5049118031
595	0.5048848446
596	0.5047598126
597	0.5047239206
598	0.5046805336
599	0.5045916658
600	0.5045139617
601	0.5045057361
602	0.504473039
603	0.5044414881
604	0.5044243276
605	0.504300137
606	0.5042215236
607	0.5041290353
608	0.5040167119
609	0.5038848397
610	0.503846846
611	0.5037582056
612	0.5036286859
613	0.5035962719
614	0.5035710205
615	0.503441961
616	0.5034306234
617	0.5033214727
618	0.5032614696
619	0.503223434
620	0.5031857207
621	0.5030480167
622	0.5029253153
623	0.5029127397
624	0.5028144918
625	0.5027025441
626	0.5026361143
627	0.502532038
628	0.5024591503
629	0.5024187178
630	0.502323775
631	0.5022875007
632	0.5021955903
633	0.5021824933
634	0.50209036
635	0.5020053462
636	0.5019638066
637	0.5019494886
638	0.5018233304
639	0.5017189247
640	0.5016856875
641	0.5016575192
642	0.5016119007
643	0.5015197134
644	0.5014707134
645	0.5013963138
646	0.5013600101
647	0.5012966801
648	0.5012313945
649	0.501066087
650	0.5009773609
651	0.5008941487
652	0.5008097737
653	0.5006597653
654	0.5006550753
655	0.5006262375
656	0.5005639327
657	0.5005435643
658	0.5004518583
659	0.5003989617
660	0.5003454997
661	0.5002473317
662	0.5001394448
663	0.5000972434
664	0.4999521277
665	0.4998901928
666	0.4998535463
667	0.4998055153
668	0.4997424545
669	0.4997152598
670	0.4996376087
671	0.4995767076
672	0.499450989
673	0.4993539461
674	0.4992777648
675	0.499237358
676	0.4991312268
677	0.4990622293
678	0.4989650527
679	0.4988654943
680	0.4987983785
681	0.4987396516
682	0.4986513073
683	0.4986326229
684	0.4985657685
685	0.4985210722
686	0.4984674714
687	0.498440471
688	0.4983907291
689	0.4982977751
690	0.4982219511
691	0.498096331
692	0.498007621
693	0.4979324725
694	0.4978648597
695	0.4977734414
696	0.4976546663
697	0.4976324305
698	0.4974703834
699	0.4973489189
700	0.4971988427
701	0.4970664826
702	0.4970026887
703	0.4968871638
704	0.4968010199
705	0.4967587313
706	0.4966842752
707	0.4966312653
708	0.496571125
709	0.496538807
710	0.4965196411
711	0.4964726005
712	0.4963052243
713	0.4962709992
714	0.4962210267
715	0.4961833101
716	0.4960509006
717	0.4959795054
718	0.4958466696
719	0.4957431155
720	0.4955789908
721	0.4955394791
722	0.4954762006
723	0.4953986926
724	0.495369677
725	0.4952787543
726	0.4951678221
727	0.4951358523
728	0.4951112156
729	0.4950644428
730	0.495020805
731	0.4949869082
732	0.4949239031
733	0.4947846632
734	0.4947027409
735	0.4946555388
736	0.494647483
737	0.4946105269
738	0.4945260281
739	0.4944188372
740	0.4943645402
741	0.4943049399
742	0.4942322905
743	0.4941409527
744	0.4941278203
745	0.4940909184
746	0.4940333237
747	0.4939843403
748	0.4939313607
749	0.4939110271
750	0.4938469019
751	0.4937646888
752	0.4937205828
753	0.4936528482
754	0.4936245437
755	0.4935761339
756	0.493479155
757	0.493427588
758	0.493418099
759	0.493386212
760	0.493350552
761	0.4932709659
762	0.4932155387
763	0.4930980397
764	0.4930699589
765	0.4930163426
766	0.492965696
767	0.4928960968
768	0.4927993415
769	0.4927634202
770	0.4926971464
771	0.4926803981
772	0.4925654166
773	0.4925228809
774	0.4925004432
775	0.492355795
776	0.492276578
777	0.4922312251
778	0.4921866866
779	0.4921751168
780	0.4921026378
781	0.4920279826
782	0.491926521
783	0.4917871118
784	0.4917336929
785	0.4916873004
786	0.4916380624
787	0.4915177682
788	0.4914746127
789	0.4914106136
790	0.4913492122
791	0.4913093929
792	0.4912520392
793	0.4911616129
794	0.4911259598
795	0.4911053695
796	0.4910418959
797	0.4909263008
798	0.4907931343
799	0.4906885785
800	0.4906082993
801	0.490558486
802	0.4904367788
803	0.4903423461
804	0.4902059476
805	0.4901706015
806	0.4900933203
807	0.4900474178
808	0.4900264646
809	0.4899431984
810	0.4899055771
811	0.4898160218
812	0.4897843036
813	0.489751361
814	0.4897084061
815	0.4896156165
816	0.4895738435
817	0.4895498571
818	0.4895337548
819	0.4894595058
820	0.4893796416
821	0.4893253271
822	0.4891735352
823	0.4891472867
824	0.4890725272
825	0.4890018905
826	0.4888770827
827	0.488855304
828	0.4888103666
829	0.4887563294
830	0.4886584828
831	0.488568196
832	0.488511191
833	0.4884190096
834	0.4883433669
835	0.4882047135
836	0.488164024
837	0.4881440012
838	0.4880671454
839	0.4880365317
840	0.488006153
841	0.4878612236
842	0.4878105035
843	0.4877758327
844	0.4877607958
845	0.487688529
846	0.4875948391
847	0.4874942117
848	0.4873787852
849	0.4872989635
850	0.4871780415
851	0.4870924459
852	0.4870546907
853	0.4869978634
854	0.4869533877
855	0.4869143852
856	0.4868720694
857	0.4867832847
858	0.4867365721
859	0.4866888841
860	0.4866558432
861	0.4865494726
862	0.4865165799
863	0.4864905228
864	0.4864503054
865	0.4863881637
866	0.4863095624
867	0.4862238231
868	0.4861549534
869	0.4861107496
870	0.4859618525
871	0.4858262256
872	0.4856555551
873	0.4855478029
874	0.4853840165
875	0.4853604419
876	0.4852912212
877	0.4852440036
878	0.485208026
879	0.4850712865
880	0.4849271266
881	0.4848208634
882	0.484774467
883	0.4847259695
884	0.484710029
885	0.4846239185
886	0.4845762412
887	0.4845432048
888	0.4844962145
889	0.4844142514
890	0.484313967
891	0.4842681715
892	0.4840739845
893	0.4839963247
894	0.4839928523
895	0.4838767562
896	0.4838278657
897	0.4838169498
898	0.4837861251
899	0.4837543152
900	0.4836448175
901	0.4835814513
902	0.4835771085
903	0.4835534935
904	0.483447409
905	0.4834313229
906	0.4833257751
907	0.4832819084
908	0.4831406672
909	0.4830679696
910	0.4829822161
911	0.4829144876
912	0.4828106286
913	0.4827292111
914	0.4826838837
915	0.482662856
916	0.4825963657
917	0.4825629736
918	0.4825379314
919	0.4824467344
920	0.4823736267
921	0.4823189701
922	0.4821947509
923	0.4821309868
924	0.4820415862
925	0.4819908887
926	0.4818984883
927	0.4817956685
928	0.4817123395
929	0.4816070278
930	0.4815832909
931	0.4814471399
932	0.4813518225
933	0.4812786155
934	0.4811686519
935	0.4810975814
936	0.4810687154
937	0.4809209151
938	0.4808708559
939	0.4807810235
940	0.4806829877
941	0.4806668441
942	0.4805607807
943	0.4804814728
944	0.4804549524
945	0.4804005707
946	0.4803479357
947	0.4802783261
948	0.4802360196
949	0.4801951858
950	0.4801087448
951	0.480018103
952	0.4799652916
953	0.4798912749
954	0.4798646236
955	0.4798458007
956	0.4797851322
957	0.4796692285
958	0.4796179122
959	0.4795984954
960	0.4795400738
961	0.4794696287
962	0.4794302523
963	0.4793527758
964	0.4792476254
965	0.4792194911
966	0.4791102644
967	0.4790374113
968	0.478999448
969	0.4789587368
970	0.4788130772
971	0.4787033792
972	0.4785649172
973	0.478540344
974	0.4784778387
975	0.4784315302
976	0.4784219713
977	0.4784086184
978	0.4782445041
979	0.4782400924
980	0.4782154888
981	0.4781205415
982	0.4780740058
983	0.4780430882
984	0.477975297
985	0.4779104382
986	0.477748045
987	0.4776851495
988	0.4776425874
989	0.4776219921
990	0.4775547283
991	0.4775184331
992	0.4774449139
993	0.4774155835
994	0.4773356316
995	0.4772953679
996	0.4771993358
997	0.4771788446
998	0.4770884455
999	0.4769743113
